DISTRICT,CONSTITUENCY,SUBCOUNTY,PARISH,STATION_NAME,Females,F_18.24,F_25.30,F_31.34,F_35.39,F_40.44,F_45.49,F_50.54,F_55.59,F_60.64,F_65.up,Males,M_18.24,M_25.30,M_31.34,M_35.39,M_40.44,M_45.49,M_50.54,M_55.59,M_60.64,M_65.up,Original_Station_ID_2016
MUBENDE,KASSANDA COUNTY NORTH,KASSANDA,NAMABAALE,LUKOKO,158,30,31,11,16,14,21,14,8,4,9,165,36,19,13,16,14,21,16,10,9,11,O-31-167-2-16-5
MUBENDE,KASSANDA COUNTY NORTH,KASSANDA,NAMIRINGA (LWANTALE),KOKOOWE PLAYGROUND,328,95,53,36,39,22,18,19,11,12,23,289,81,51,31,31,28,23,20,6,6,12,O-31-167-2-17-2
MUBENDE,KASSANDA COUNTY NORTH,KASSANDA,NAMIRINGA (LWANTALE),KITULEGE,113,28,19,10,11,7,4,7,5,5,17,99,31,14,6,7,9,8,5,8,3,8,O-31-167-2-17-4
MUBENDE,KASSANDA COUNTY NORTH,KASSANDA,NAMIRINGA (LWANTALE),KASEKERE PRI.SCH,257,75,32,21,31,32,20,13,5,9,19,204,64,37,16,22,16,19,7,7,3,13,O-31-167-2-17-8
MUBENDE,KASSANDA COUNTY NORTH,KASSANDA,KYANIKA,KYANIKA P/S,300,83,60,28,30,26,18,14,13,13,15,303,79,52,38,39,29,18,9,11,12,16,O-31-167-2-21-1
MUBENDE,KASSANDA COUNTY NORTH,KASSANDA,KYANIKA,NAMASWANTA,266,66,48,27,37,18,15,15,12,9,19,242,76,39,16,30,25,13,10,11,4,18,O-31-167-2-21-2
MUBENDE,KASSANDA COUNTY NORTH,KASSANDA,KYANIKA,KALAMA,225,70,40,19,15,28,15,14,12,5,7,228,65,39,30,20,14,10,18,5,10,17,O-31-167-2-21-3
MUBENDE,KASSANDA COUNTY NORTH,KASSANDA,MAGGWA,BUSWA,216,54,35,25,26,22,8,15,9,6,16,192,61,36,22,8,14,20,13,4,4,10,O-31-167-2-22-1
MUBENDE,KASSANDA COUNTY NORTH,KASSANDA,MAGGWA,JUMA,225,58,34,16,30,16,14,12,14,10,21,215,63,43,18,10,22,14,6,14,8,17,O-31-167-2-22-2
MUBENDE,KASSANDA COUNTY NORTH,KASSANDA,MAGGWA,MAGGWA B,215,58,43,16,16,16,14,14,13,5,20,213,69,37,15,22,12,13,11,12,4,18,O-31-167-2-22-3
MUBENDE,KASSANDA COUNTY NORTH,KASSANDA,KASAMBYA,KASAMBYA,360,98,48,42,39,38,38,19,12,7,19,386,100,76,32,40,34,22,25,18,14,25,O-31-167-2-30-1
MUBENDE,KASSANDA COUNTY NORTH,KASSANDA,BINIKIRA,BINIKIRA,317,76,66,25,31,27,23,18,19,6,26,254,69,48,25,30,20,19,17,9,4,13,O-31-167-2-31-1
MUBENDE,KASSANDA COUNTY NORTH,KASSANDA,BINIKIRA,KYAMASANSA,59,13,16,5,4,4,2,5,1,3,6,53,14,8,4,3,1,7,3,4,1,8,O-31-167-2-31-2
MUBENDE,KASSANDA COUNTY NORTH,KASSANDA,KYOGA,KYOGA C.O.U,313,81,44,28,34,29,18,23,17,17,22,266,70,35,24,32,31,24,13,7,10,20,O-31-167-2-41-1
MUBENDE,KASSANDA COUNTY NORTH,KASSANDA,KYOGA,LUSOLO P/SCHOOL,264,65,55,22,33,25,16,10,9,10,19,227,61,49,19,32,18,10,13,4,10,11,O-31-167-2-41-2
MUBENDE,KASSANDA COUNTY NORTH,KASSANDA,LUSABA,LUSABA PLAY GROUND,244,44,40,20,27,35,17,13,12,12,24,248,63,47,20,25,32,14,18,6,6,17,O-31-167-2-43-1
MUBENDE,KASSANDA COUNTY NORTH,KASSANDA,LUSABA,NAMATUBA,51,16,4,4,6,5,6,4,3,1,2,65,27,7,3,3,8,4,3,2,3,5,O-31-167-2-43-2
MUBENDE,KASSANDA COUNTY NORTH,KASSANDA,MANYOGASEKA,MANYOGASEKA T/CENTRE,159,29,31,19,13,16,14,13,6,5,13,156,43,34,11,10,13,10,11,14,6,4,O-31-167-2-45-1
MUBENDE,KASSANDA COUNTY NORTH,KASSANDA,MANYOGASEKA,BUSIRIMU PRI SCH,157,49,25,10,13,12,11,15,10,2,10,126,29,22,10,9,11,13,10,4,4,14,O-31-167-2-45-2
MUBENDE,KASSANDA COUNTY NORTH,KASSANDA,NAMIRINGA,JEMBA,305,62,55,25,33,27,29,19,14,10,31,277,66,52,25,33,16,21,23,13,12,16,O-31-167-2-49-1
MUBENDE,KASSANDA COUNTY NORTH,KASSANDA,NAMIRINGA,NANULA,232,62,46,18,20,16,19,14,11,7,19,207,52,41,24,20,14,16,11,5,10,14,O-31-167-2-49-2
MUBENDE,KASSANDA COUNTY NORTH,KASSANDA,NAMIRINGA,MIREMBE MARIA,221,50,32,22,28,31,11,19,8,7,13,173,53,24,15,26,17,11,5,8,4,10,O-31-167-2-49-3
MUBENDE,KASSANDA COUNTY NORTH,KASSANDA,NAMIRINGA,KABUUKA,226,57,42,20,28,20,15,16,5,7,16,190,49,38,19,18,17,16,12,6,5,10,O-31-167-2-49-4
MUBENDE,KASSANDA COUNTY NORTH,KASSANDA,KAMULI NJAGALA,NTUUMA,97,26,22,6,9,6,3,4,11,3,7,113,39,21,7,12,7,5,7,7,3,5,O-31-167-2-50-1
MUBENDE,KASSANDA COUNTY NORTH,KASSANDA,KAMULI NJAGALA,KAMULI,271,80,35,21,28,24,20,17,13,11,22,295,106,39,26,28,26,16,15,7,9,23,O-31-167-2-50-2
MUBENDE,KASSANDA COUNTY NORTH,KASSANDA,KAMULI NJAGALA,LUGOBA,201,48,39,18,19,19,11,10,15,6,16,169,34,34,13,18,10,12,12,10,10,16,O-31-167-2-50-3
MUBENDE,KASSANDA COUNTY NORTH,KALWANA,BWEYONGEDDE,BWEYONGEDDE,458,118,94,55,61,44,24,15,14,18,15,429,110,101,45,56,31,28,14,22,7,15,O-31-167-3-10-1
MUBENDE,KASSANDA COUNTY NORTH,KALWANA,BWEYONGEDDE,KITAGONERWA,114,30,17,13,12,14,8,8,1,3,8,98,18,17,9,12,9,7,10,8,2,6,O-31-167-3-10-2
MUBENDE,KASSANDA COUNTY NORTH,KALWANA,BWEYONGEDDE,BULAGANO,293,84,64,33,33,22,15,8,8,11,15,273,65,56,31,29,22,11,20,7,12,20,O-31-167-3-10-4
MUBENDE,KASSANDA COUNTY NORTH,KALWANA,BWEYONGEDDE,KABULAMULIRO,220,47,42,28,19,21,21,17,5,3,17,172,44,30,27,13,10,12,10,10,5,11,O-31-167-3-10-5
MUBENDE,KASSANDA COUNTY NORTH,KALWANA,BWEYONGEDDE,KALWANGA,273,69,57,32,35,25,10,17,11,9,8,274,61,67,32,30,21,14,19,7,13,10,O-31-167-3-10-7
MUBENDE,KASSANDA COUNTY NORTH,KALWANA,KASAAZI,KABULUBUTU,353,82,68,37,36,38,34,18,14,6,20,311,97,62,22,38,21,26,8,7,11,19,O-31-167-3-12-1
MUBENDE,KASSANDA COUNTY NORTH,KALWANA,KASAAZI,KASAAZI,345,80,64,38,44,25,21,25,14,15,19,283,62,61,19,34,24,25,14,12,6,26,O-31-167-3-12-3
MUBENDE,KASSANDA COUNTY NORTH,KALWANA,KASAAZI,KYANSOLE,73,23,8,8,10,4,4,2,6,3,5,86,22,18,8,9,5,8,4,3,0,9,O-31-167-3-12-7
MUBENDE,KASSANDA COUNTY NORTH,KALWANA,KIKANDWA,KIKANDWA UMEA,145,49,16,10,13,17,8,8,12,6,6,115,37,23,6,4,11,3,13,6,4,8,O-31-167-3-13-1
MUBENDE,KASSANDA COUNTY NORTH,KALWANA,KIKANDWA,NDAGI CHURCH,327,79,58,34,37,35,28,19,11,9,17,259,70,57,12,19,26,21,15,14,3,22,O-31-167-3-13-2
MUBENDE,KASSANDA COUNTY NORTH,KALWANA,KIKANDWA,KIKANDWA TOWN,317,106,81,33,28,19,20,14,8,3,5,315,95,71,35,38,24,27,14,4,3,4,O-31-167-3-13-3
MUBENDE,KASSANDA COUNTY NORTH,KALWANA,KIKANDWA,KITEREDDE,194,55,45,11,17,14,21,15,5,5,6,158,53,32,10,15,13,7,8,3,6,11,O-31-167-3-13-4
MUBENDE,KASSANDA COUNTY NORTH,KALWANA,KIKANDWA,BUSULA T/CENTRE,206,50,37,22,27,17,11,9,10,14,9,186,53,32,17,21,12,12,9,10,4,16,O-31-167-3-13-6
MUBENDE,KASSANDA COUNTY NORTH,KALWANA,KYABALANZI,KYABALANZI,345,83,57,40,39,34,26,20,12,13,21,278,59,57,33,36,30,12,16,7,9,19,O-31-167-3-20-1
MUBENDE,KASSANDA COUNTY NORTH,KALWANA,KYABALANZI,KABUGA,194,57,28,18,17,15,10,13,12,9,15,189,49,45,9,20,15,15,9,8,2,17,O-31-167-3-20-2
MUBENDE,KASSANDA COUNTY NORTH,KALWANA,DDALAMBA,KIBASI T/CENTRE,205,50,36,25,18,16,18,9,10,5,18,143,37,28,25,7,10,10,9,4,7,6,O-31-167-3-33-1
MUBENDE,KASSANDA COUNTY NORTH,KALWANA,DDALAMBA,NAKASOZI,217,77,50,16,22,11,12,12,5,4,8,199,35,52,27,20,27,17,9,6,3,3,O-31-167-3-33-2
MUBENDE,KASSANDA COUNTY NORTH,KALWANA,DDALAMBA,DDALAMBA PRIMARY SCHOOL,287,70,56,24,38,26,19,15,12,8,19,256,72,38,26,27,22,22,15,10,3,21,O-31-167-3-33-3
MUBENDE,KASSANDA COUNTY NORTH,KALWANA,LWABAZA,LWABAZA,294,64,52,21,38,32,15,20,16,7,29,267,74,49,25,20,23,18,15,12,10,21,O-31-167-3-44-1
MUBENDE,KASSANDA COUNTY NORTH,KALWANA,LWABAZA,KYABAKULUNGO,240,67,37,35,25,18,12,16,9,10,11,208,61,31,14,16,22,22,17,5,9,11,O-31-167-3-44-2
MUBENDE,KASSANDA COUNTY NORTH,KALWANA,LWABAZA,KACWI TOWN,239,66,39,18,30,24,15,17,13,11,6,167,59,31,7,14,18,13,7,4,3,11,O-31-167-3-44-3
MUBENDE,KASSANDA COUNTY NORTH,KALWANA,MAYIRIKITI,MAYIRIKITI PRIMARY SCHOOL,296,80,61,26,35,30,20,13,13,5,13,304,73,52,39,39,24,29,18,7,6,17,O-31-167-3-46-1
MUBENDE,KASSANDA COUNTY NORTH,KALWANA,MAYIRIKITI,NATULIDDE,159,41,31,15,10,8,12,17,10,5,10,184,51,44,15,12,15,10,7,12,9,9,O-31-167-3-46-2
MUBENDE,KASSANDA COUNTY NORTH,KALWANA,MAYIRIKITI,KALAGALA,137,28,33,16,10,7,12,6,10,4,11,144,34,28,12,18,12,11,4,9,8,8,O-31-167-3-46-3
MUBENDE,KASSANDA COUNTY NORTH,KALWANA,MAYIRIKITI,KIKUBE T/CENTRE,295,89,52,28,32,28,15,14,14,11,12,276,64,69,28,21,25,16,17,4,14,18,O-31-167-3-46-4
MUBENDE,KASSANDA COUNTY NORTH,KALWANA,MAYIRIKITI,KITOOLO,189,59,36,28,17,11,11,13,3,5,6,176,35,45,19,26,13,16,9,4,3,6,O-31-167-3-46-5
MUBENDE,KASSANDA COUNTY NORTH,KALWANA,NAKATEETE,LWANGIRI,325,75,57,30,31,31,25,20,13,14,29,281,86,36,32,28,28,21,16,10,8,16,O-31-167-3-47-1
MUBENDE,KASSANDA COUNTY NORTH,KALWANA,NAKATEETE,NAKATEETE,331,83,50,28,41,25,28,23,14,15,24,286,96,45,22,28,34,13,12,7,9,20,O-31-167-3-47-2
MUBENDE,KASSANDA COUNTY NORTH,KALWANA,NAKATEETE,TTUBA,223,64,32,23,23,25,15,11,10,6,14,189,63,28,19,13,16,16,11,11,4,8,O-31-167-3-47-3
MUBENDE,KASSANDA COUNTY NORTH,KALWANA,NAKATEETE,KYANAMUNUNGU,112,34,15,12,10,16,6,6,1,5,7,108,26,18,5,15,12,9,5,6,3,9,O-31-167-3-47-4
MUBENDE,KASSANDA COUNTY SOUTH,KIGANDA,KAYUNGA,KAYUNGA,214,52,45,18,28,18,17,13,7,5,11,185,44,41,15,25,19,13,5,11,5,7,O-31-168-1-2-1
MUBENDE,KASSANDA COUNTY SOUTH,KIGANDA,KAYUNGA,KIRYANNONGO,289,70,58,27,34,36,15,16,11,10,12,293,84,49,33,31,22,28,9,10,7,20,O-31-168-1-2-2
MUBENDE,KASSANDA COUNTY SOUTH,KIGANDA,KAYUNGA,KALAMBA (A-M),177,53,44,20,15,17,12,5,3,4,4,325,97,73,39,33,20,17,17,10,5,14,O-31-168-1-2-3
MUBENDE,KASSANDA COUNTY SOUTH,KIGANDA,KAYUNGA,KITAAMA,153,42,28,10,11,21,13,7,4,7,10,137,34,28,11,16,11,10,7,4,4,12,O-31-168-1-2-4
MUBENDE,KASSANDA COUNTY SOUTH,KIGANDA,KAYUNGA,KINYERERA,223,58,39,13,29,24,9,15,6,10,20,167,45,25,15,17,26,11,6,6,4,12,O-31-168-1-2-5
MUBENDE,KASSANDA COUNTY SOUTH,KIGANDA,KAYUNGA,KALAMBA (N-Z),424,137,78,51,46,30,21,21,11,9,20,161,51,39,11,23,14,10,4,3,0,6,O-31-168-1-2-6
MUBENDE,KASSANDA COUNTY SOUTH,KIGANDA,KAYUNGA,NAKASOZI,213,58,48,18,16,19,12,12,11,7,12,191,51,43,14,21,21,13,6,7,6,9,O-31-168-1-2-7
MUBENDE,KASSANDA COUNTY SOUTH,KIGANDA,KAMUSENENE,KAMUSENENE,316,63,52,32,36,42,23,14,19,11,24,318,85,56,27,38,30,29,17,13,8,15,O-31-168-1-1-1
MUBENDE,KASSANDA COUNTY SOUTH,KIGANDA,KAMUSENENE,KATAYIZA,245,63,33,29,29,23,21,16,7,7,17,252,72,47,19,30,19,19,11,8,4,23,O-31-168-1-1-2
MUBENDE,KASSANDA COUNTY SOUTH,KIGANDA,KAMUSENENE,KAWAAWA T/CENTRE,125,29,20,12,18,11,8,11,6,4,6,107,23,27,8,10,11,12,8,4,3,1,O-31-168-1-1-3
MUBENDE,KASSANDA COUNTY SOUTH,KIGANDA,MUSOZI,MUSOZI/KALUNGI,346,88,51,34,37,30,25,25,16,16,24,369,83,69,26,40,31,27,21,25,18,29,O-31-168-1-23-1
MUBENDE,KASSANDA COUNTY SOUTH,KIGANDA,MUSOZI,BULYANKUYEGE,59,14,8,5,5,7,4,1,5,3,7,89,20,17,9,12,4,6,5,4,4,8,O-31-168-1-23-2
MUBENDE,KASSANDA COUNTY SOUTH,KIGANDA,KAWUNGERA,KAWUNGERA,447,138,79,48,58,30,28,22,19,7,18,429,133,87,52,39,32,28,17,14,9,18,O-31-168-1-3-1
MUBENDE,KASSANDA COUNTY SOUTH,KIGANDA,KAWUNGERA,STANDARD PRI. SCH.,155,62,38,12,13,13,5,7,3,1,1,106,53,21,8,9,7,3,3,1,1,0,O-31-168-1-3-2
MUBENDE,KASSANDA COUNTY SOUTH,KIGANDA,KAWUNGERA,KYAMUSOTA,309,87,54,23,32,30,25,14,12,11,21,283,86,58,27,31,20,23,12,15,4,7,O-31-168-1-3-3
MUBENDE,KASSANDA COUNTY SOUTH,KIGANDA,KAWUNGERA,KIBBAALA TC,223,52,43,15,29,20,19,9,12,9,15,186,48,37,22,19,12,8,16,8,4,12,O-31-168-1-3-4
MUBENDE,KASSANDA COUNTY SOUTH,KIGANDA,KAWUNGERA,NAKABIMBA,144,35,25,15,13,15,8,5,11,5,12,129,25,24,15,12,13,12,7,6,4,11,O-31-168-1-3-6
MUBENDE,KASSANDA COUNTY SOUTH,KIGANDA,KAWUNGERA,KISENYI T/CENTRE,113,38,11,8,13,10,10,12,3,3,5,105,37,22,5,7,6,9,6,4,2,7,O-31-168-1-3-7
MUBENDE,KASSANDA COUNTY SOUTH,KIGANDA,KYOJJOMANYI,KYOJOMANYI,307,67,52,37,25,33,28,21,21,8,15,306,90,42,25,35,34,13,20,21,6,20,O-31-168-1-17-1
MUBENDE,KASSANDA COUNTY SOUTH,KIGANDA,KYOJJOMANYI,KYAMUYINI,252,54,32,22,33,28,22,13,15,14,19,230,60,38,20,25,27,19,11,4,7,19,O-31-168-1-17-2
MUBENDE,KASSANDA COUNTY SOUTH,KIGANDA,KYOJJOMANYI,KASEBWEMBE,216,51,27,14,25,27,19,16,10,7,20,175,51,31,13,16,12,18,12,8,5,9,O-31-168-1-17-3
MUBENDE,KASSANDA COUNTY SOUTH,KIGANDA,KYOJJOMANYI,NAKIDUDUMA,272,69,52,20,28,31,20,16,11,7,18,207,51,41,17,19,17,21,15,5,8,13,O-31-168-1-17-4
MUBENDE,KASSANDA COUNTY SOUTH,KIGANDA,KYOJJOMANYI,MABAALE,118,32,15,15,13,8,12,6,6,3,8,109,30,23,8,13,9,6,8,5,3,4,O-31-168-1-17-5
MUBENDE,KASSANDA COUNTY SOUTH,KIGANDA,KIGALAMA,KIGALAMA T/C STORE,205,65,25,17,16,17,17,16,8,9,15,185,56,35,18,15,16,10,10,11,6,8,O-31-168-1-4-1
MUBENDE,KASSANDA COUNTY SOUTH,KIGANDA,KIGALAMA,KISIGULA T/C,114,29,17,21,10,8,9,3,4,7,6,101,22,12,10,12,16,6,5,6,4,8,O-31-168-1-4-2
MUBENDE,KASSANDA COUNTY SOUTH,KIGANDA,KIGALAMA,KIMBEJJA,122,32,23,10,13,14,8,4,3,6,9,133,29,26,14,17,13,10,6,4,4,10,O-31-168-1-4-3
MUBENDE,KASSANDA COUNTY SOUTH,KIGANDA,KIGALAMA,KALAGI,167,47,31,20,9,16,8,7,10,8,11,168,40,25,24,21,15,4,9,7,5,18,O-31-168-1-4-4
MUBENDE,KASSANDA COUNTY SOUTH,KIGANDA,KIGALAMA,LWAMAGAGGA,74,21,13,16,7,8,4,1,1,0,3,81,25,17,9,7,3,7,5,3,2,3,O-31-168-1-4-5
MUBENDE,KASSANDA COUNTY SOUTH,KIGANDA,KIGALAMA,GAYAZA,112,26,21,9,20,10,4,5,7,6,4,89,24,18,5,7,8,9,7,3,3,5,O-31-168-1-4-6
MUBENDE,KASSANDA COUNTY SOUTH,KIGANDA,KINONI,KINONI,145,38,18,10,23,11,10,8,8,7,12,159,47,20,15,16,11,9,6,10,8,17,O-31-168-1-5-1
MUBENDE,KASSANDA COUNTY SOUTH,KIGANDA,KINONI,KASAWO EAST,207,49,31,25,25,16,10,9,20,5,17,207,40,38,13,29,24,13,15,11,5,19,O-31-168-1-5-2
MUBENDE,KASSANDA COUNTY SOUTH,KIGANDA,KINONI,NANSIMBI,126,26,24,10,15,16,11,7,4,2,11,134,30,23,12,17,14,14,13,6,2,3,O-31-168-1-5-3
MUBENDE,KASSANDA COUNTY SOUTH,KIGANDA,KINONI,KIBUULU,105,30,9,8,9,7,7,7,10,4,14,109,28,17,12,6,12,7,6,10,2,9,O-31-168-1-5-4
MUBENDE,KASSANDA COUNTY SOUTH,KIGANDA,KASAMBYA,KASAMBYA,270,80,47,22,27,16,19,22,9,11,17,244,61,39,27,19,25,20,9,14,9,21,O-31-168-1-19-1
MUBENDE,KASSANDA COUNTY SOUTH,KIGANDA,KASAMBYA,KISOLOOZA,105,31,13,11,12,8,10,10,3,2,5,109,39,14,10,10,8,5,6,7,5,5,O-31-168-1-19-2
MUBENDE,KASSANDA COUNTY SOUTH,KIGANDA,NSOZINGA,NSOZINGA,432,123,101,29,42,31,32,25,9,11,29,363,112,50,41,44,29,26,14,14,10,23,O-31-168-1-8-1
MUBENDE,KASSANDA COUNTY SOUTH,KIGANDA,NSOZINGA,KITOVU,340,85,61,37,33,32,26,18,16,8,24,323,85,55,24,40,27,21,25,5,10,31,O-31-168-1-8-2
MUBENDE,KASSANDA COUNTY SOUTH,KIGANDA,NSOZINGA,KYAKAYANJA,196,60,23,19,19,18,14,17,9,5,12,183,56,31,19,18,15,13,8,10,3,10,O-31-168-1-8-3
MUBENDE,KASSANDA COUNTY SOUTH,KIGANDA,NSOZINGA,KYAMWERO,179,47,26,14,21,10,15,14,13,6,13,160,46,26,15,21,12,10,4,8,5,13,O-31-168-1-8-4
MUBENDE,KASSANDA COUNTY SOUTH,MYANZI,KASAANA,BATIIBWE P/SCHOOL,225,44,45,23,25,21,19,15,13,7,13,182,46,28,12,25,15,13,12,7,11,13,O-31-168-2-10-1
MUBENDE,KASSANDA COUNTY SOUTH,MYANZI,KASAANA,NAKASOZI,364,91,70,33,44,32,27,12,13,13,29,350,89,79,44,26,27,31,16,11,7,20,O-31-168-2-10-2
MUBENDE,KASSANDA COUNTY SOUTH,MYANZI,KASAANA,MUSABA I,137,24,28,16,15,8,13,10,11,3,9,157,31,27,15,15,14,13,13,11,9,9,O-31-168-2-10-3
MUBENDE,KASSANDA COUNTY SOUTH,MYANZI,KASAANA,MUSABA II,342,82,72,21,32,34,27,22,18,11,23,295,67,59,41,35,17,14,15,12,10,25,O-31-168-2-10-4
MUBENDE,KASSANDA COUNTY SOUTH,MYANZI,KIGALAMA,KIGALAMA C.O.U. PRI. SCH.,383,94,57,30,35,39,31,25,20,17,35,379,104,57,38,38,31,32,29,16,11,23,O-31-168-2-11-1
MUBENDE,KASSANDA COUNTY SOUTH,MYANZI,KIGALAMA,KYENGEZA,326,75,64,22,33,31,26,24,10,11,30,245,55,47,28,27,26,14,12,6,9,21,O-31-168-2-11-2
MUBENDE,KASSANDA COUNTY SOUTH,MYANZI,KIGALAMA,KIDUUKULU,229,54,51,24,18,26,15,6,7,6,22,181,29,36,28,23,23,14,7,8,4,9,O-31-168-2-11-3
MUBENDE,KASSANDA COUNTY SOUTH,MYANZI,KIGALAMA,NAKASOZI,98,18,19,10,11,9,5,5,4,5,12,108,22,13,10,11,10,10,4,6,9,13,O-31-168-2-11-4
MUBENDE,KASSANDA COUNTY SOUTH,MYANZI,MYANZI,LUBUMBA PR. SCHOOL,384,98,52,33,45,32,31,26,22,22,23,337,92,47,24,39,23,28,20,18,12,34,O-31-168-2-14-1
MUBENDE,KASSANDA COUNTY SOUTH,MYANZI,MYANZI,LUSSWA,219,44,40,26,24,10,18,15,14,5,23,163,34,35,13,16,16,11,7,6,11,14,O-31-168-2-14-2
MUBENDE,KASSANDA COUNTY SOUTH,MYANZI,MYANZI,MYANZI,420,132,98,46,54,21,22,16,9,7,15,403,106,99,52,41,35,22,17,7,8,16,O-31-168-2-14-3
MUBENDE,KASSANDA COUNTY SOUTH,MYANZI,MYANZI,BAGWE ISLAND,32,7,5,4,4,3,0,2,4,1,2,82,15,15,6,10,6,9,8,4,1,8,O-31-168-2-14-4
MUBENDE,KASSANDA COUNTY SOUTH,MYANZI,MYANZI,BUGOLO,75,21,12,8,8,11,4,6,3,1,1,127,16,19,8,15,16,19,7,6,8,13,O-31-168-2-14-5
MUBENDE,KASSANDA COUNTY SOUTH,MYANZI,MYANZI,KISWERE,232,57,40,16,26,17,15,16,12,8,25,177,43,22,14,20,20,16,7,5,6,24,O-31-168-2-14-6
MUBENDE,KASSANDA COUNTY SOUTH,MYANZI,MYANZI,KEREZIYA AREA,219,45,28,24,34,20,15,14,8,4,27,135,22,21,8,23,14,13,13,3,4,14,O-31-168-2-14-7
MUBENDE,KASSANDA COUNTY SOUTH,MYANZI,KAMPIRI,KITANDWE C/U,210,44,38,14,26,18,11,21,9,9,20,210,59,35,20,26,14,13,17,4,2,20,O-31-168-2-9-1
MUBENDE,KASSANDA COUNTY SOUTH,MYANZI,KAMPIRI,GWAFU,85,23,13,9,5,9,4,8,3,7,4,75,28,16,4,3,3,12,3,0,1,5,O-31-168-2-9-2
MUBENDE,KASSANDA COUNTY SOUTH,MYANZI,KAMPIRI,KAMBOJJA P/SCHOOL,255,61,35,17,31,29,20,14,9,10,29,251,69,35,21,25,20,19,15,10,6,31,O-31-168-2-9-3
MUBENDE,KASSANDA COUNTY SOUTH,MYANZI,KAMPIRI,BULYAMAGUNJU,191,40,34,19,16,18,15,14,8,3,24,174,36,34,10,26,15,17,13,5,2,16,O-31-168-2-9-4
MUBENDE,KASSANDA COUNTY SOUTH,MYANZI,KAMPIRI,KAMPIRI PRIMARY SCHOOL,334,78,46,23,50,25,29,27,16,14,26,305,69,56,24,34,24,25,19,26,10,18,O-31-168-2-9-6
MUBENDE,KASSANDA COUNTY SOUTH,MANYOGASEKA,KYABAYIMA,KYABAYIMA,255,58,52,36,35,15,23,15,7,7,7,304,69,58,32,40,28,19,15,18,13,12,O-31-168-3-18-1
MUBENDE,KASSANDA COUNTY SOUTH,MANYOGASEKA,KYABAYIMA,KABULENGWA,118,17,27,21,12,10,6,8,7,6,4,121,17,23,20,15,10,13,6,9,4,4,O-31-168-3-18-2
MUBENDE,KASSANDA COUNTY SOUTH,MANYOGASEKA,KAWAWA,KAWAAWA PLAY GROUND,239,60,47,25,25,20,12,19,7,11,13,268,77,52,30,25,13,15,16,9,11,20,O-31-168-3-20-1
MUBENDE,KASSANDA COUNTY SOUTH,MANYOGASEKA,KITEREDDE,KITEREDDE CHURCH,342,88,61,42,41,27,21,17,12,15,18,444,108,72,42,65,45,34,24,16,13,25,O-31-168-3-21-1
MUBENDE,KASSANDA COUNTY SOUTH,MANYOGASEKA,KYAYI,KYAYI,156,39,31,20,17,14,13,7,6,4,5,250,62,48,21,26,18,27,18,8,11,11,O-31-168-3-22-1
MUBENDE,KASSANDA COUNTY SOUTH,MANYOGASEKA,MYALIRO,MYALIRO,272,65,54,34,23,26,14,12,12,7,25,280,77,47,30,25,29,18,21,8,8,17,O-31-168-3-24-1
MUBENDE,KASSANDA COUNTY SOUTH,MANYOGASEKA,NDEEBA,NDEEBA T/CENTRE,237,51,42,23,20,35,14,16,10,10,16,258,50,47,29,32,26,23,16,10,10,15,O-31-168-3-25-1
MUBENDE,KASSANDA COUNTY SOUTH,MANYOGASEKA,LUTUNKU,LUTUNKU,259,66,52,30,21,19,18,18,11,12,12,323,85,72,38,30,21,20,12,8,12,25,O-31-168-3-6-1
MUBENDE,KASSANDA COUNTY SOUTH,MANYOGASEKA,MANYOGASEKA,BUZAWULA,279,57,44,21,36,21,26,21,25,9,19,289,61,55,18,25,34,22,19,18,12,25,O-31-168-3-7-1
MUBENDE,KASSANDA COUNTY SOUTH,MANYOGASEKA,MANYOGASEKA,MANYOGASEKA,155,49,24,12,14,9,12,9,7,6,13,146,47,24,11,12,10,18,7,5,1,11,O-31-168-3-7-2
MUBENDE,KASSANDA COUNTY SOUTH,NALUTUNTU,KYAKATEBE,MIREMBE,309,65,52,22,31,38,23,21,18,12,27,316,72,48,27,30,21,28,31,23,12,24,O-31-168-4-12-1
MUBENDE,KASSANDA COUNTY SOUTH,NALUTUNTU,KYAKATEBE,NAMUGANGA ISLAMIC PRI. SCH.,144,36,22,18,14,12,13,3,13,5,8,116,27,7,11,17,13,9,7,6,2,17,O-31-168-4-12-2
MUBENDE,KASSANDA COUNTY SOUTH,NALUTUNTU,KYAKATEBE,KYAKATEBE STORES,405,119,67,36,45,38,25,17,18,15,25,348,98,76,31,38,25,30,14,13,4,19,O-31-168-4-12-3
MUBENDE,KASSANDA COUNTY SOUTH,NALUTUNTU,KYAKATEBE,LWAMASSANGA,136,22,21,17,17,15,6,17,9,3,9,151,27,21,22,13,19,9,14,8,4,14,O-31-168-4-12-4
MUBENDE,KASSANDA COUNTY SOUTH,NALUTUNTU,KYAKATEBE,KIWUUBA,195,44,34,10,15,18,15,20,6,8,25,208,54,37,17,19,15,16,15,10,6,19,O-31-168-4-12-5
MUBENDE,KASSANDA COUNTY SOUTH,NALUTUNTU,KYANAMUGERA,KATUUGO NEW REVIVAL CHURCH,336,101,58,34,28,26,27,19,13,18,12,262,54,60,25,32,27,23,10,13,5,13,O-31-168-4-13-1
